X,Y,FID,site_id,Company,Corp,Site,State,PADD,AD_Mbpd,VDist_Mbpd,CaDis_Mbpd,HyCrk_Mbpd,VRedu_Mbpd,CaRef_Mbpd,Isal_Mbpd,HDS_Mbpd,Cokin_Mbpd,Asph_Mbpd,Source,Period_,Latitude,Longitude,Link_Imports
-95.2555849999999,29.7228050000001,106,502,VALERO REFINING CO TEXAS LP,VALERO ENERGY CORP,Houston,Texas,3,210,38,75.2,71.9,,,28.9,60.5,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,29.722805,-95.255585,1
-94.895337,29.378096,107,503,VALERO REFINING CO TEXAS LP,VALERO ENERGY CORP,Texas City,Texas,3,231,133.5,86,,,18.1,21.2,286,53.5,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,29.378096,-94.895337,1
-90.892547,30.1077740000001,108,505,,,,,,,,,,,,,,,,,,30.107774,-90.892547,1
-75.631323,39.5877330000001,109,506,DELAWARE CITY REFINING CO LLC,PBF ENERGY CO LLC,Delaware City,Delaware,1,180,104.6,86,24,,43,18.5,180.3,54.5,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,39.587733,-75.631323,1
-93.960709,29.884891,110,507,Motiva Enterprises LLC,SAUDI ARAMCO,Port Arthur,Texas,3,639.7,331.8,92.6,112,,129.5,69.6,559.7,178,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,29.884891,-93.960709,1
-93.3200679999999,30.132389,111,510,CALCASIEU REFINING CO,TRANSWORLD OIL USA INC,Lake Charles,Louisiana,3,137,36,,,,,,,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,30.132389,-93.320068,0
-94.2282079999999,30.3983480000001,112,512,SOUTH HAMPTON RESOURCES INC,TEXAS OIL & CHEMICAL CO,Silsbee,Texas,3,,,,,,5.2,4.4,15,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,30.398348,-94.228208,0
-90.4232019999999,30.002368,113,517,VALERO REFINING NEW ORLEANS LLC,VALERO ENERGY CORP,Norco,Louisiana,3,220,180,100,113,,25,48,195,86,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,30.002368,-90.423202,1
-79.128024,41.832187,114,523,UNITED REFINING CO,RED APPLE GROUP INC,Warren,Pennsylvania,1,70,40,26,,,14,13,53,,22,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,41.832187,-79.128024,1
-97.787248,29.261622,115,525,LAZARUS ENERGY LLC,BLUE DOLPHIN ENERGY CO,Nixon,Texas,3,15,,,,,,,,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,29.261622,-97.787248,0
-88.04655,41.655625,116,526,PDV Midwest Refining LLC,PDV AMERICA INC,Lemont,Illinois,2,188.7,77.2,69.5,,,35.8,23,229,41.2,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,41.655625,-88.04655,1
-83.158493,42.2837000000001,117,528,MARATHON PETROLEUM CO LP,MARATHON PETROLEUM CORP,Detroit,Michigan,2,147,89,44,,,21.5,7.5,133.5,36.5,32,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,42.2837,-83.158493,1
-90.595952,30.060139,118,530,MARATHON PETROLEUM CO LP,MARATHON PETROLEUM CORP,Garyville,Louisiana,3,608,297.5,146,130,,137,87.5,606.5,103,33,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,30.060139,-90.595952,1
-87.715851,38.997284,119,531,MARATHON PETROLEUM CO LP,MARATHON PETROLEUM CORP,Robinson,Illinois,2,266,76,54.5,44,,82,28.5,200,30.5,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,38.997284,-87.715851,1
-89.0091889999999,31.8148840000001,120,538,HUNT SOUTHLAND REFINING CO,HUNT CONSLD INC,Sandersville,Mississippi,3,12.5,6.9,,,,,,,,6.1,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,31.814884,-89.009189,1
-118.166647,33.9463720000001,121,550,LUNDAY THAGARD CO,WORLD OIL CO,South Gate,California,5,10,5,,,,,,,,3.8,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,33.946372,-118.166647,0
-110.806321,41.2611420000001,122,2468,Silver Eagle Refining,SILVER EAGLE REFINING INC,Evanston,Wyoming,4,3.4,,,,,2.9,,4,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,41.261142,-110.806321,0
-87.3629999999999,31.0720000000001,123,3008,GOODWAY REFINING LLC,GOODWAY REFINING LLC,Atmore,Alabama,3,5,,,,,,,,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,31.072,-87.363,0
-93.339019,30.188295,124,3109,EXCEL PARALUBES,EXCEL PARALUBES,Westlake,Louisiana,3,,,,43,,,,,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,30.188295,-93.339019,0
-95.113566,29.82338,125,3215,EQUISTAR CHEMICALS LP,ACCESS INDUSTRIES,Channelview,Texas,3,,,,,,,22.4,,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,29.82338,-95.113566,0
-95.219682,29.7330180000001,126,4998,KINDER MORGAN CRUDE & CONDENSATE,KINDER MORGAN ENERGY PTNRS LP,Galena Park,Texas,3,100,,,,,,,,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,29.733018,-95.219682,0
-95.1232209999999,29.75377,127,5037,PETROMAX REFINING CO LLC,PETROMAX REFINING CO LLC,Houston,Texas,3,27.5,,,,,,,,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,29.75377,-95.123221,0
-97.505532,27.8178950000001,128,5048,BUCKEYE TEXAS PROCESSING LLC,BUCKEYE PARTNERS LP,Corpus Christi,Texas,3,65,,,,,,,,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,27.817895,-97.505532,0
-97.439103,27.8069360000001,129,5082,MAGELLAN TERMINAL HOLDINGS LP,MAGELLAN MIDSTREAM PARTNERS LP,Corpus Christi,Texas,3,50,,,,,,,,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,27.806936,-97.439103,0
-95.103,29.7646,130,5199,HARTREE CHANNELVIEW LLC,HARTREE PARTNERS LP,Channelview,Texas,3,38,,,,,,,,,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,29.7646,-95.103,0
-64.7487599999999,17.7085700000001,131,5315,LIMETREE BAY REFINING LLC,LIMETREE BAY HOLDINGS LLC,Kingshill,Virgin Islands,6,180,90,,,,46,,282,62,,EIA-820 Refinery Capacity Report,As of Jan. 1 2021,17.70857,-64.74876,1
